loss,grad_norm,learning_rate,mean_token_accuracy,epoch,step
2.2266,1.1170823574066162,3e-05,0.5210776329040527,0.0509554140127388,1
2.2183,1.1047792434692385,6e-05,0.5230781510472298,0.1019108280254777,2
2.2006,1.097900152206421,8.999999999999999e-05,0.5239077284932137,0.1528662420382165,3
2.1081,1.0616103410720823,0.0001199999999999,0.532418891787529,0.2038216560509554,4
1.9395,1.0096577405929563,0.00015,0.5678416267037392,0.2547770700636942,5
1.7566,1.0139800310134888,0.0001799999999999,0.5857885256409645,0.3057324840764331,6
1.5335,1.0977659225463867,0.0002099999999999,0.6367828398942947,0.3566878980891719,7
1.3054,1.303563952445984,0.0002399999999999,0.6928544342517853,0.4076433121019108,8
1.1774,7.337540626525879,0.00027,0.7016804292798042,0.4585987261146497,9
1.0171,2.185199737548828,0.0003,0.7520859688520432,0.5095541401273885,10
0.9201,1.1250600814819336,0.0002983333333333,0.7783860340714455,0.5605095541401274,11
0.8312,1.1382920742034912,0.0002966666666666,0.7977683171629906,0.6114649681528662,12
0.7785,0.8058651089668274,0.0002949999999999,0.801378533244133,0.6624203821656051,13
0.7371,0.4240974485874176,0.0002933333333333,0.8131077811121941,0.7133757961783439,14
0.7298,0.3539084494113922,0.0002916666666666,0.8135069161653519,0.7643312101910829,15
0.721,0.313331663608551,0.00029,0.8142808526754379,0.8152866242038217,16
0.7017,0.2566421329975128,0.0002883333333333,0.8171896934509277,0.8662420382165605,17
0.6987,0.2505878508090973,0.0002866666666666,0.81660395860672,0.9171974522292994,18
0.7028,0.2577123343944549,0.000285,0.8146858736872673,0.9681528662420382,19
0.7118,0.2999730110168457,0.0002833333333333,0.8137761354446411,1.0,20
0.6864,0.2083161324262619,0.0002816666666666,0.8180155381560326,1.0509554140127388,21
0.6683,0.1942252665758133,0.00028,0.8208936229348183,1.1019108280254777,22
0.6717,0.1856852918863296,0.0002783333333333,0.8201373741030693,1.1528662420382163,23
0.6618,0.1720302253961563,0.0002766666666666,0.8221208453178406,1.2038216560509554,24
0.671,0.1641105711460113,0.0002749999999999,0.8203649818897247,1.2547770700636942,25
0.6531,0.1539998799562454,0.0002733333333333,0.8234501555562019,1.305732484076433,26
0.6515,0.1852117925882339,0.0002716666666666,0.8235851973295212,1.356687898089172,27
0.642,0.1875822395086288,0.00027,0.8256272748112679,1.4076433121019107,28
0.6456,0.184713214635849,0.0002683333333333,0.8252575471997261,1.4585987261146496,29
0.6459,0.1649274677038192,0.0002666666666666,0.8262148350477219,1.5095541401273884,30
0.6281,0.1754078119993209,0.000265,0.8301287442445755,1.5605095541401273,31
0.6415,0.1925796568393707,0.0002633333333333,0.8276028111577034,1.611464968152866,32
0.6367,0.1800423860549926,0.0002616666666666,0.8281977474689484,1.662420382165605,33
0.6225,0.1746706813573837,0.00026,0.8311553969979286,1.7133757961783438,34
0.6232,0.1963173598051071,0.0002583333333333,0.8313591256737709,1.7643312101910829,35
0.6163,0.1600146293640136,0.0002566666666666,0.8319113850593567,1.8152866242038217,36
0.62,0.1551801264286041,0.0002549999999999,0.8311323747038841,1.8662420382165603,37
0.62,0.131822407245636,0.0002533333333333,0.8313455879688263,1.9171974522293,38
0.6174,0.1196573823690414,0.0002516666666666,0.8321303501725197,1.9681528662420384,39
0.6198,0.1613624393939972,0.00025,0.8338613271713257,2.0,40
0.6145,0.1250315457582473,0.0002483333333333,0.8338827043771744,2.050955414012739,41
0.5928,0.1257403939962387,0.0002466666666666,0.8375364616513252,2.1019108280254777,42
0.6057,0.1248615607619285,0.000245,0.8358482867479324,2.1528662420382165,43
0.6018,0.1361419707536697,0.0002433333333333,0.8360236212611198,2.203821656050956,44
0.5899,0.1362321525812149,0.0002416666666666,0.8377699106931686,2.254777070063694,45
0.6048,0.1354980021715164,0.0002399999999999,0.8346859067678452,2.305732484076433,46
0.6019,0.1245115771889686,0.0002383333333333,0.8359816372394562,2.356687898089172,47
0.595,0.1248845234513282,0.0002366666666666,0.8374324291944504,2.4076433121019107,48
0.5927,0.1233643665909767,0.0002349999999999,0.8372623026371002,2.4585987261146496,49
0.6035,0.1256138831377029,0.0002333333333333,0.8345268443226814,2.5095541401273884,50
0.6115,0.135080024600029,0.0002316666666666,0.8345917165279388,2.560509554140128,51
0.5896,0.127871960401535,0.00023,0.837992787361145,2.611464968152866,52
0.5989,0.1319862455129623,0.0002283333333333,0.8370321840047836,2.662420382165605,53
0.5795,0.1216306537389755,0.0002266666666666,0.8422207161784172,2.713375796178344,54
0.58,0.1311776340007782,0.000225,0.8401927426457405,2.764331210191082,55
0.596,0.129446193575859,0.0002233333333333,0.8368178233504295,2.815286624203821,56
0.5851,0.1264093518257141,0.0002216666666666,0.8405668884515762,2.8662420382165603,57
0.5806,0.1240115612745285,0.0002199999999999,0.8410473763942719,2.917197452229299,58
0.5912,0.127425342798233,0.0002183333333333,0.8387819826602936,2.968152866242038,59
0.5844,0.17790587246418,0.0002166666666666,0.8368939757347107,3.0,60
0.5693,0.1411687582731247,0.000215,0.8446537256240845,3.050955414012739,61
0.5755,0.1333299130201339,0.0002133333333333,0.8418796211481094,3.1019108280254777,62
0.5636,0.1297427862882614,0.0002116666666666,0.8441005051136017,3.1528662420382165,63
0.5648,0.1539999544620514,0.0002099999999999,0.8435760512948036,3.203821656050956,64
0.5583,0.1572235226631164,0.0002083333333333,0.8454842269420624,3.254777070063694,65
0.5512,0.1487725377082824,0.0002066666666666,0.8479438275098801,3.305732484076433,66
0.5604,0.1468534469604492,0.000205,0.8464946076273918,3.356687898089172,67
0.5645,0.1490367352962494,0.0002033333333333,0.8437340408563614,3.4076433121019107,68
0.5564,0.1387021243572235,0.0002016666666666,0.8458620756864548,3.4585987261146496,69
0.551,0.1359109729528427,0.0001999999999999,0.8486651927232742,3.5095541401273884,70
0.5627,0.1493159085512161,0.0001983333333333,0.8454629704356194,3.560509554140128,71
0.5576,0.1431449204683303,0.0001966666666666,0.8452486991882324,3.611464968152866,72
0.5568,0.1409844011068344,0.000195,0.8475963026285172,3.662420382165605,73
0.5529,0.1567111015319824,0.0001933333333333,0.8482150435447693,3.713375796178344,74
0.569,0.1526097804307937,0.0001916666666666,0.8441632241010666,3.764331210191082,75
0.5558,0.1415577083826065,0.0001899999999999,0.8482501432299614,3.8152866242038215,76
0.5623,0.164742425084114,0.0001883333333333,0.8447229340672493,3.86624203821656,77
0.5438,0.1485193818807602,0.0001866666666666,0.8486249297857285,3.917197452229299,78
0.551,0.1590893715620041,0.000185,0.8478356227278709,3.968152866242038,79
0.5549,0.1876208335161209,0.0001833333333333,0.8462265133857727,4.0,80
0.5365,0.2069644629955291,0.0001816666666666,0.8522328287363052,4.050955414012739,81
0.535,0.1597831100225448,0.0001799999999999,0.8534523025155067,4.101910828025478,82
0.5345,0.1899502575397491,0.0001783333333333,0.8524084314703941,4.1528662420382165,83
0.5251,0.1538140177726745,0.0001766666666666,0.8547749295830727,4.203821656050955,84
0.5417,0.1800986975431442,0.000175,0.8511889949440956,4.254777070063694,85
0.5136,0.1734952479600906,0.0001733333333333,0.85700374096632,4.305732484076433,86
0.5296,0.1692505478858947,0.0001716666666666,0.8537290245294571,4.356687898089172,87
0.5402,0.1861780881881714,0.0001699999999999,0.8500383049249649,4.407643312101911,88
0.5193,0.1820748597383499,0.0001683333333333,0.8574387952685356,4.45859872611465,89
0.5356,0.1790601015090942,0.0001666666666666,0.852492056787014,4.509554140127388,90
0.5234,0.1651507914066314,0.000165,0.8541982918977737,4.560509554140127,91
0.5365,0.1864484101533889,0.0001633333333333,0.8525896072387695,4.611464968152866,92
0.5271,0.1639705300331115,0.0001616666666666,0.8541977033019066,4.662420382165605,93
0.5152,0.1695112586021423,0.0001599999999999,0.857145145535469,4.713375796178344,94
0.5153,0.1741378903388977,0.0001583333333333,0.856436550617218,4.764331210191083,95
0.5108,0.1657174229621887,0.0001566666666666,0.8580160588026047,4.8152866242038215,96
0.5327,0.1774328798055648,0.000155,0.8534721806645393,4.86624203821656,97
0.5266,0.17799673974514,0.0001533333333333,0.8543418869376183,4.917197452229299,98
0.5153,0.1780497729778289,0.0001516666666666,0.8567126020789146,4.968152866242038,99
0.5125,0.2170607894659042,0.00015,0.8561251521110534,5.0,100
0.5042,0.188822254538536,0.0001483333333333,0.860565148293972,5.050955414012739,101
0.4984,0.1874219328165054,0.0001466666666666,0.8624468222260475,5.101910828025478,102
0.5063,0.1941912174224853,0.000145,0.8607359975576401,5.1528662420382165,103
0.5006,0.2009707689285278,0.0001433333333333,0.8618021383881569,5.203821656050955,104
0.4889,0.2036508470773697,0.0001416666666666,0.8648557141423225,5.254777070063694,105
0.4856,0.2002602964639663,0.00014,0.8631822913885117,5.305732484076433,106
0.502,0.2074504047632217,0.0001383333333333,0.8603621497750282,5.356687898089172,107
0.4985,0.19488625228405,0.0001366666666666,0.8617955222725868,5.407643312101911,108
0.5088,0.207741841673851,0.000135,0.8598181828856468,5.45859872611465,109
0.5038,0.1884514242410659,0.0001333333333333,0.8605851456522942,5.509554140127388,110
0.4906,0.2044075578451156,0.0001316666666666,0.8633091375231743,5.560509554140127,111
0.5021,0.2033329457044601,0.00013,0.8618227615952492,5.611464968152866,112
0.5006,0.2269906252622604,0.0001283333333333,0.8602010235190392,5.662420382165605,113
0.4935,0.2128375172615051,0.0001266666666666,0.8629443645477295,5.713375796178344,114
0.499,0.205030933022499,0.000125,0.8615019768476486,5.764331210191083,115
0.4868,0.1995330899953842,0.0001233333333333,0.8649734407663345,5.8152866242038215,116
0.491,0.2068825364112854,0.0001216666666666,0.8640066310763359,5.86624203821656,117
0.4929,0.2121723145246505,0.0001199999999999,0.8622106984257698,5.917197452229299,118
0.4927,0.2061956226825714,0.0001183333333333,0.8637319132685661,5.968152866242038,119
0.4837,0.2751153409481048,0.0001166666666666,0.866098952293396,6.0,120
0.4622,0.2055166214704513,0.000115,0.871611550450325,6.050955414012739,121
0.4668,0.2085576802492141,0.0001133333333333,0.870556578040123,6.101910828025478,122
0.4664,0.2094708085060119,0.0001116666666666,0.8706929832696915,6.1528662420382165,123
0.4743,0.2263298779726028,0.0001099999999999,0.8690821826457977,6.203821656050955,124
0.4678,0.218171551823616,0.0001083333333333,0.870021864771843,6.254777070063694,125
0.4635,0.2169418185949325,0.0001066666666666,0.8696541637182236,6.305732484076433,126
0.4742,0.2257425636053085,0.0001049999999999,0.8685649484395981,6.356687898089172,127
0.4644,0.2116456031799316,0.0001033333333333,0.8711120188236237,6.407643312101911,128
0.4798,0.2155668884515762,0.0001016666666666,0.8665188997983932,6.45859872611465,129
0.4788,0.228082537651062,0.0001,0.8676865249872208,6.509554140127388,130
0.469,0.2272176742553711,9.833333333333332e-05,0.8701150491833687,6.560509554140127,131
0.4681,0.2215475887060165,9.666666666666668e-05,0.8709579780697823,6.611464968152866,132
0.4715,0.2231738120317459,9.5e-05,0.8701528385281563,6.662420382165605,133
0.4713,0.2198064774274826,9.333333333333332e-05,0.8697420284152031,6.713375796178344,134
0.466,0.2222999036312103,9.166666666666668e-05,0.8696614801883698,6.764331210191083,135
0.4773,0.2175990939140319,8.999999999999999e-05,0.8683072626590729,6.8152866242038215,136
0.4621,0.246207520365715,8.833333333333333e-05,0.871456153690815,6.86624203821656,137
0.4768,0.2186202257871627,8.666666666666665e-05,0.8682937398552895,6.917197452229299,138
0.47,0.2286809533834457,8.499999999999999e-05,0.8696509376168251,6.968152866242038,139
0.4555,0.2836307883262634,8.333333333333333e-05,0.8719702005386353,7.0,140
0.4386,0.248295396566391,8.166666666666665e-05,0.8786062076687813,7.050955414012739,141
0.4408,0.2274622470140457,7.999999999999999e-05,0.8775357082486153,7.101910828025478,142
0.4443,0.2360915839672088,7.833333333333333e-05,0.8770959377288818,7.1528662420382165,143
0.4451,0.2588260769844055,7.666666666666666e-05,0.8758330345153809,7.203821656050955,144
0.4402,0.2495931535959243,7.5e-05,0.8780516237020493,7.254777070063694,145
0.4474,0.25714972615242,7.333333333333332e-05,0.8768131285905838,7.305732484076433,146
0.4408,0.2305493354797363,7.166666666666667e-05,0.8784317374229431,7.356687898089172,147
0.459,0.2459614723920822,7e-05,0.8738157898187637,7.407643312101911,148
0.4295,0.2420133203268051,6.833333333333333e-05,0.8807045668363571,7.45859872611465,149
0.4447,0.2386877983808517,6.666666666666666e-05,0.8769659027457237,7.509554140127388,150
0.4601,0.2587215006351471,6.5e-05,0.8737320601940155,7.560509554140127,151
0.4321,0.2348187416791916,6.333333333333333e-05,0.8809646442532539,7.611464968152866,152
0.4533,0.2440586537122726,6.166666666666666e-05,0.8743407428264618,7.662420382165605,153
0.4579,0.2706362605094909,6e-05,0.8743593171238899,7.713375796178344,154
0.4465,0.2309076189994812,5.8333333333333326e-05,0.8761280849575996,7.764331210191083,155
0.4462,0.2489272803068161,5.666666666666666e-05,0.875730112195015,7.815286624203821,156
0.4512,0.2389895468950271,5.499999999999999e-05,0.8753208070993423,7.86624203821656,157
0.4412,0.2392224967479705,5.333333333333333e-05,0.8775804787874222,7.917197452229299,158
0.4534,0.2331200838088989,5.166666666666666e-05,0.8751552253961563,7.968152866242038,159
0.4406,0.3186913430690765,5e-05,0.8777506113052368,8.0,160
0.4324,0.2423162162303924,4.833333333333333e-05,0.8819700852036476,8.050955414012739,161
0.437,0.2443598508834839,4.6666666666666665e-05,0.8799554035067558,8.101910828025478,162
0.4252,0.2385937124490738,4.5e-05,0.8818911015987396,8.152866242038217,163
0.414,0.2467672824859619,4.333333333333333e-05,0.8852896615862846,8.203821656050955,164
0.4318,0.2401248216629028,4.1666666666666665e-05,0.8812835812568665,8.254777070063694,165
0.4359,0.2464506328105926,4e-05,0.8803815916180611,8.305732484076433,166
0.4305,0.2497046887874603,3.833333333333333e-05,0.8813257068395615,8.356687898089172,167
0.4153,0.2389917224645614,3.666666666666666e-05,0.8833397030830383,8.40764331210191,168
0.428,0.2336823493242263,3.5e-05,0.8815445080399513,8.45859872611465,169
0.4273,0.2312448322772979,3.333333333333333e-05,0.8825318440794945,8.509554140127388,170
0.4163,0.2327145487070083,3.1666666666666666e-05,0.8860353603959084,8.560509554140127,171
0.4292,0.2301000654697418,3e-05,0.881289891898632,8.611464968152866,172
0.422,0.2381736189126968,2.833333333333333e-05,0.8839815780520439,8.662420382165605,173
0.4307,0.2370669692754745,2.6666666666666667e-05,0.8817175179719925,8.713375796178344,174
0.4241,0.2348157912492752,2.5e-05,0.8813708275556564,8.764331210191083,175
0.4195,0.2387006878852844,2.333333333333333e-05,0.8830220699310303,8.815286624203821,176
0.443,0.2504220604896545,2.1666666666666664e-05,0.8780733644962311,8.86624203821656,177
0.4159,0.2404302507638931,2e-05,0.8857756033539772,8.9171974522293,178
0.4335,0.2528003752231598,1.833333333333333e-05,0.8808837458491325,8.968152866242038,179
0.4306,0.3426957130432129,1.6666666666666664e-05,0.8796603560447693,9.0,180
2.2316,1.1638520956039429,3e-05,0.5192382112145424,0.0341880341880341,1
2.232,1.1652544736862185,6e-05,0.5178113132715225,0.0683760683760683,2
2.2107,1.1510483026504517,8.999999999999999e-05,0.5192745700478554,0.1025641025641025,3
2.126,1.130591630935669,0.0001199999999999,0.5305940955877304,0.1367521367521367,4
1.953,1.0521010160446167,0.00015,0.5615236163139343,0.1709401709401709,5
1.7421,1.0797264575958252,0.0001799999999999,0.5861848816275597,0.2051282051282051,6
1.5076,1.1895110607147217,0.0002099999999999,0.6385507360100746,0.2393162393162393,7
1.2612,1.363839864730835,0.0002399999999999,0.7066197320818901,0.2735042735042735,8
1.1596,7.85981559753418,0.00027,0.7077623829245567,0.3076923076923077,9
0.9786,2.400322198867798,0.0003,0.7607042565941811,0.3418803418803419,10
2.097,1.5800200700759888,2.9999999999999997e-05,,0.08,1
2.0397,1.5311893224716187,5.9999999999999995e-05,,0.16,2
2.0812,1.4727569818496704,8.999999999999999e-05,,0.24,3
1.9758,1.269168734550476,0.00011999999999999999,,0.32,4
1.7669,1.1663450002670288,0.00015,,0.4,5
1.5987,1.3212344646453857,0.00017999999999999998,,0.48,6
1.3647,1.3232958316802979,0.00020999999999999998,,0.56,7
1.1053,1.8795965909957886,0.00023999999999999998,,0.64,8
0.8431,1.8253339529037476,0.00027,,0.72,9
0.6791,1.4203224182128906,0.0003,,0.8,10
0.5645,1.0910812616348267,0.0002999990654973343,,0.88,11
0.4835,1.5746480226516724,0.0002999962620009812,,0.96,12
0.4801,0.6605052351951599,0.00029999158954587235,,1.0,13
0.4418,0.36068055033683777,2.9999999999999997e-05,,0.08,1
0.4433,0.34855887293815613,5.9999999999999995e-05,,0.16,2
0.4345,0.2569575607776642,8.999999999999999e-05,,0.24,3
0.4289,0.5796391367912292,0.00011999999999999999,,0.32,4
0.4022,0.24012786149978638,0.00015,,0.4,5
0.4111,0.23316696286201477,0.00017999999999999998,,0.48,6
0.4075,0.5667112469673157,0.00020999999999999998,,0.56,7
0.3925,0.2994484007358551,0.00023999999999999998,,0.64,8
0.3683,0.25814950466156006,0.00027,,0.72,9
0.3804,0.28060564398765564,0.0003,,0.8,10
