loss,grad_norm,learning_rate,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,logits/chosen,logits/rejected,epoch,step
0.6931,7.863576889038086,3e-05,0.0,0.0,0.0,0.0,-175.15538024902344,-323.06201171875,-0.7260180115699768,-0.2246415168046951,0.0344827586206896,1
0.6931,8.192228317260742,6e-05,0.0,0.0,0.0,0.0,-175.4341583251953,-322.2869567871094,-0.763877809047699,-0.2010415345430374,0.0689655172413793,2
0.5968,7.15510368347168,8.999999999999999e-05,0.1194153353571891,-0.0863321796059608,0.97265625,0.20574751496315,-175.1519317626953,-332.4369812011719,-0.6432915329933167,-0.2181019037961959,0.1034482758620689,3
0.2354,3.249362707138061,0.0001199999999999,0.7209603190422058,-0.7048676013946533,0.99609375,1.425827980041504,-164.46961975097656,-334.05487060546875,-0.6586628556251526,-0.1549266874790191,0.1379310344827586,4
0.0638,0.769888162612915,0.00015,1.5773162841796875,-2.246415853500366,1.0,3.8237318992614746,-159.1240692138672,-353.79608154296875,-0.6876150369644165,-0.2349797487258911,0.1724137931034483,5
0.014,0.2243884801864624,0.0001799999999999,2.2928695678710938,-5.195447444915772,1.0,7.488317489624023,-150.45339965820312,-376.7556762695313,-0.654507040977478,-0.1237731203436851,0.2068965517241379,6
0.004,0.122638426721096,0.0002099999999999,2.435463190078736,-8.917041778564453,1.0,11.352505683898926,-151.4437255859375,-414.8538818359375,-0.5047212839126587,-0.0447940453886985,0.2413793103448276,7
0.0002,0.0059560937806963,0.0002399999999999,1.9615612030029297,-14.19550895690918,1.0,16.15707015991211,-154.3703155517578,-466.2364501953125,-0.4521331191062927,-0.0919550582766532,0.2758620689655172,8
0.0,0.0017226443160325,0.00027,0.8701992034912109,-20.62852096557617,1.0,21.498722076416016,-159.7344970703125,-532.143310546875,-0.4487342834472656,-0.0342096164822578,0.3103448275862069,9
0.0001,0.0075993672944605,0.0003,-1.840296983718872,-27.57840156555176,1.0,25.73810577392578,-192.24598693847656,-604.019775390625,-0.4458233118057251,-0.0602605417370796,0.3448275862068966,10
0.0,0.0015358700184151,0.0002989285714285,-4.542523384094238,-34.85627365112305,1.0,30.313751220703125,-218.87222290039065,-671.6903686523438,-0.4694162011146545,-0.1156847923994064,0.3793103448275862,11
0.0006,0.0931544601917266,0.0002978571428571,-7.446705341339111,-40.73611068725586,1.0,33.28940200805664,-246.9713592529297,-728.1578369140625,-0.5665204524993896,-0.2653870284557342,0.4137931034482758,12
0.0001,0.0068534347228705,0.0002967857142857,-10.256027221679688,-50.01386260986328,1.0,39.75783920288086,-274.1348876953125,-832.0330810546875,-0.6766429543495178,-0.3652192950248718,0.4482758620689655,13
0.0,0.0003184886591043,0.0002957142857142,-13.816170692443848,-55.16339111328125,1.0,41.34722137451172,-312.23486328125,-874.1751098632812,-0.6812518835067749,-0.3970084190368652,0.4827586206896552,14
0.003,0.6865056157112122,0.0002946428571428,-16.12384796142578,-62.146629333496094,1.0,46.02278137207031,-338.6049499511719,-948.591064453125,-0.7779240608215332,-0.5379812121391296,0.5172413793103449,15
0.0,9.927573046297766e-06,0.0002935714285714,-15.193414688110352,-75.0884017944336,1.0,59.89498901367188,-322.8153991699219,-1075.7958984375,-1.3310753107070925,-1.394997477531433,0.5517241379310345,16
0.0,4.144872605138517e-07,0.0002924999999999,-18.916465759277344,-91.26731872558594,1.0,72.35086059570312,-363.2787170410156,-1243.7978515625,-1.1731172800064087,-1.4761825799942017,0.5862068965517241,17
0.0,5.018486262997612e-06,0.0002914285714285,-20.63321113586425,-94.71721649169922,1.0,74.0840072631836,-381.60791015625,-1271.327392578125,-1.0844956636428833,-1.3642702102661133,0.6206896551724138,18
0.0,1.5345712256475968e-07,0.0002903571428571,-23.985559463500977,-106.3055419921875,1.0,82.31997680664062,-419.7849731445313,-1400.42431640625,-1.02987539768219,-1.216417908668518,0.6551724137931034,19
0.0,6.286030384217156e-06,0.0002892857142857,-24.831945419311523,-105.55433654785156,1.0,80.72239685058594,-422.4606018066406,-1381.123046875,-0.91445654630661,-1.0270519256591797,0.6896551724137931,20
0.6931,7.868026256561279,3.333333333333333e-07,0.0,0.0,0.0,0.0,-172.95965576171875,-314.0975646972656,-0.7574161291122437,-0.2468709498643875,0.0150943396226415,1
0.6931,8.313969612121582,6.666666666666666e-07,0.0,0.0,0.0,0.0,-174.8174285888672,-330.0933837890625,-0.7147096991539001,-0.2116068005561828,0.030188679245283,2
0.6982,8.499616622924805,1e-06,-0.0096247671172022,-0.0005343029042705,0.4464285969734192,-0.0090904654935002,-178.36434936523438,-328.3909912109375,-0.7428408265113831,-0.183036983013153,0.0452830188679245,3
0.6934,8.116087913513184,9.984779299847793e-07,-0.0038014007732272,-0.0040467265062034,0.455357164144516,0.0002453255001455,-177.0946502685547,-319.3328857421875,-0.6754908561706543,-0.2164424955844879,0.060377358490566,4
0.6953,8.471952438354492,9.969558599695586e-07,0.0018658300396054,0.0053160255774855,0.4821428656578064,-0.0034501964692026,-173.0709228515625,-324.2955322265625,-0.7667880058288574,-0.2073581665754318,0.0754716981132075,5
0.6905,8.468473434448242,9.954337899543375e-07,0.0037307534366846,-0.0024103161413222,0.571428656578064,0.00614107074216,-177.2415008544922,-334.70343017578125,-0.6878156065940857,-0.219764694571495,0.090566037735849,6
0.6905,8.347143173217773,9.939117199391173e-07,0.0023489065933972,-0.0035902434028685,0.5535714626312256,0.0059391506947577,-178.48863220214844,-331.6287841796875,-0.6194162964820862,-0.2097479403018951,0.1056603773584905,7
0.6873,8.521322250366211,9.923896499238964e-07,0.0080080712214112,-0.0046267919242382,0.5803571343421936,0.012634864076972,-166.746337890625,-322.78985595703125,-0.7462583780288696,-0.1893178671598434,0.120754716981132,8
0.6837,8.89107608795166,9.908675799086757e-07,0.0020310403779149,-0.0176450051367282,0.6339285969734192,0.0196760445833206,-173.66213989257812,-329.6058959960937,-0.6288654804229736,-0.1451713889837265,0.1358490566037735,9
0.6881,8.151067733764648,9.89345509893455e-07,0.0051271030679345,-0.0058029717765748,0.5446428656578064,0.0109300762414932,-169.19070434570312,-320.91754150390625,-0.6947305202484131,-0.2871942520141601,0.1509433962264151,10
0.6863,8.452981948852539,9.878234398782344e-07,0.0015665189130231,-0.0129886092618107,0.6160714626312256,0.0145551301538944,-177.07708740234375,-338.5531005859375,-0.6669414043426514,-0.2724798917770386,0.1660377358490566,11
0.6814,7.907635688781738,9.863013698630137e-07,0.0107847703620791,-0.0137373935431241,0.6339285969734192,0.0245221611112356,-178.12796020507812,-326.7242736816406,-0.762000560760498,-0.238644540309906,0.1811320754716981,12
0.6765,8.831130027770996,9.84779299847793e-07,0.0180574972182512,-0.0164551343768835,0.7053571343421936,0.0345126315951347,-171.69656372070312,-328.33563232421875,-0.7768585681915283,-0.2300294339656829,0.1962264150943396,13
0.6747,8.440534591674805,9.83257229832572e-07,0.0175137929618358,-0.0204727314412593,0.7767857313156128,0.0379865281283855,-175.862060546875,-328.8009033203125,-0.709242582321167,-0.1935354322195053,0.2113207547169811,14
0.6736,8.1882905960083,9.817351598173517e-07,0.0175402648746967,-0.0226360205560922,0.758928656578064,0.0401762835681438,-181.3525238037109,-332.4302978515625,-0.5551790595054626,-0.1637123823165893,0.2264150943396226,15
0.6704,7.975732803344727,9.802130898021308e-07,0.0217367447912693,-0.0249088164418935,0.8303571939468384,0.0466455593705177,-168.00445556640625,-315.3065185546875,-0.834697961807251,-0.2086341083049774,0.2415094339622641,16
0.6645,7.852357387542725,9.7869101978691e-07,0.0324542596936225,-0.026626780629158,0.8571429252624512,0.0590810403227806,-174.50270080566406,-320.60919189453125,-0.7387114763259888,-0.2224487960338592,0.2566037735849056,17
0.6666,8.445488929748535,9.771689497716894e-07,0.0266220457851886,-0.0288369208574295,0.8303572535514832,0.0554589666426181,-173.7592010498047,-332.4281311035156,-0.6848351359367371,-0.310349553823471,0.2716981132075471,18
0.6585,8.37093734741211,9.756468797564688e-07,0.0381639674305915,-0.0333121605217456,0.9017857909202576,0.0714761316776275,-167.91900634765625,-324.1680603027344,-0.7750738263130188,-0.1332165300846099,0.2867924528301886,19
0.6584,8.065164566040039,9.74124809741248e-07,0.034368522465229,-0.0374732725322246,0.8571428656578064,0.0718417987227439,-168.2053680419922,-321.9355163574219,-0.6808468103408813,-0.2326565384864807,0.3018867924528302,20
25.0,21.922529220581055,9.999999999999999e-06,0.0,0.0,0.0,0.0,-2.379582405090332,-2.0358457565307617,-0.7574161291122437,-0.2468709498643875,0.01509433962264151,1
25.0,22.511625289916992,1.9999999999999998e-05,0.0,0.0,0.0,0.0,-2.3785696029663086,-2.0398342609405518,-0.7147096991539001,-0.21160680055618286,0.03018867924528302,2
24.9555,21.6739559173584,3e-05,0.0005027388106100261,5.75546728214249e-05,0.7500000596046448,0.000445184123236686,-2.293703079223633,-2.064333915710449,-0.7477718591690063,-0.18583236634731293,0.045283018867924525,3
24.7173,21.689939498901367,2.9990900818926298e-05,0.0032833709847182035,0.00044598529348149896,1.0,0.002837385516613722,-2.337311267852783,-2.018082618713379,-0.6922972202301025,-0.22599539160728455,0.06037735849056604,4
24.071,20.181612014770508,2.9981801637852595e-05,0.010880795307457447,0.0014861238887533545,1.0,0.009394670836627483,-2.266606569290161,-2.0261027812957764,-0.8228651881217957,-0.23940423130989075,0.07547169811320754,5
23.2102,19.55333137512207,2.9972702456778892e-05,0.02037854492664337,0.0020721065811812878,1.0,0.018306437879800797,-2.1551623344421387,-1.9571847915649414,-0.7920575141906738,-0.2814234793186188,0.09056603773584905,6
22.489,17.461061477661133,2.9963603275705186e-05,0.02878633886575699,0.0028989422135055065,1.0,0.025887399911880493,-1.9983232021331787,-1.9580155611038208,-0.7804199457168579,-0.29766586422920227,0.10566037735849057,7
21.3687,18.956785202026367,2.9954504094631483e-05,0.041614096611738205,0.003576720366254449,1.0,0.03803737834095955,-2.0232648849487305,-1.972684621810913,-0.9691332578659058,-0.3146984577178955,0.12075471698113208,8
20.6011,18.239234924316406,2.994540491355778e-05,0.04894363880157471,0.0024534501135349274,0.9910714626312256,0.04649018496274948,-1.948554515838623,-2.0202949047088623,-0.921174943447113,-0.2940540313720703,0.13584905660377358,9
20.0047,17.294050216674805,2.9936305732484078e-05,0.05654977262020111,0.003285840153694153,1.0,0.05326393246650696,-1.7827508449554443,-1.9680639505386353,-1.0381007194519043,-0.47369492053985596,0.1509433962264151,10
19.4051,17.979530334472656,2.9927206551410375e-05,0.061208296567201614,0.0010955450125038624,1.0,0.06011275202035904,-1.7448121309280396,-1.9779608249664307,-1.0561761856079102,-0.49209490418434143,0.1660377358490566,11
19.066,17.79134750366211,2.9918107370336672e-05,0.06595467776060104,0.001586591242812574,1.0,0.06436808407306671,-1.6624747514724731,-1.987761378288269,-1.210183024406433,-0.4955940246582031,0.1811320754716981,12
17.9543,19.8853816986084,2.990900818926297e-05,0.0730607807636261,-0.004351167939603329,1.0,0.0774119570851326,-1.5661001205444336,-2.0211009979248047,-1.2608286142349243,-0.5251036882400513,0.19622641509433963,13
17.1302,20.720090866088867,2.9899909008189263e-05,0.08101195842027664,-0.006310353986918926,1.0,0.08732231706380844,-1.5279821157455444,-2.0676767826080322,-1.3003075122833252,-0.5255017876625061,0.21132075471698114,14
16.5401,24.010461807250977,2.989080982711556e-05,0.08675441890954971,-0.00873015820980072,1.0,0.09548457711935043,-1.53176748752594,-2.093252182006836,-1.1527460813522339,-0.5247743129730225,0.22641509433962265,15
15.6248,22.23855972290039,2.9881710646041857e-05,0.09455946087837219,-0.012943649664521217,1.0,0.10750311613082886,-1.4389983415603638,-2.1605050563812256,-1.5174201726913452,-0.6231769323348999,0.24150943396226415,16
15.1618,18.992191314697266,2.9872611464968155e-05,0.09822094440460205,-0.015421867370605469,1.0,0.11364282667636871,-1.3322936296463013,-2.1139183044433594,-1.4426352977752686,-0.6725391149520874,0.25660377358490566,17
14.0232,20.230077743530273,2.9863512283894452e-05,0.10405747592449188,-0.02514467015862465,1.0,0.12920214235782623,-1.3611950874328613,-2.2481088638305664,-1.4508037567138672,-0.813727855682373,0.27169811320754716,18
13.5013,21.082902908325195,2.985441310282075e-05,0.10554029047489166,-0.031121544539928436,1.0,0.1366618424654007,-1.297105312347412,-2.3253114223480225,-1.6172349452972412,-0.6709083914756775,0.28679245283018867,19
12.8841,22.345767974853516,2.9845313921747046e-05,0.10659021884202957,-0.03802623227238655,1.0,0.14461645483970642,-1.3570964336395264,-2.4231419563293457,-1.5544077157974243,-0.8404719829559326,0.3018867924528302,20
11.8638,22.936199188232422,2.983621474067334e-05,0.10831016302108765,-0.05170971155166626,1.0,0.1600198745727539,-1.366685152053833,-2.588493824005127,-1.5981934070587158,-0.7928839325904846,0.3169811320754717,21
11.6745,24.362573623657227,2.9827115559599637e-05,0.10187836736440659,-0.06194055452942848,1.0,0.16381892561912537,-1.3249225616455078,-2.6576972007751465,-1.6330286264419556,-0.8889622092247009,0.3320754716981132,22
11.4383,23.490943908691406,2.9818016378525934e-05,0.0993575006723404,-0.06949266791343689,1.0,0.16885016858577728,-1.3258559703826904,-2.681874990463257,-1.6693663597106934,-0.9054207801818848,0.3471698113207547,23
10.0174,26.646446228027344,2.980891719745223e-05,0.10531005263328552,-0.08627693355083466,1.0,0.19158698618412018,-1.3354556560516357,-2.9004602432250977,-1.649972677230835,-0.9235054850578308,0.3622641509433962,24
9.1828,26.548696517944336,2.979981801637853e-05,0.10593726485967636,-0.10214266180992126,1.0,0.20807990431785583,-1.4189603328704834,-3.040255069732666,-1.711904525756836,-1.2093846797943115,0.37735849056603776,25
7.854,27.855772018432617,2.9790718835304826e-05,0.11173707246780396,-0.12090592086315155,1.0,0.2326430082321167,-1.383704662322998,-3.2613298892974854,-1.8117516040802002,-1.2576196193695068,0.39245283018867927,26
7.7696,30.091211318969727,2.9781619654231123e-05,0.09388088434934616,-0.14372609555721283,1.0,0.2376069724559784,-1.4545094966888428,-3.5129451751708984,-1.7924768924713135,-1.3729192018508911,0.4075471698113208,27
6.1241,30.176912307739258,2.9772520473157417e-05,0.09274354577064514,-0.17920133471488953,1.0,0.27194488048553467,-1.452786922454834,-3.841148614883423,-1.8762286901474,-1.5197899341583252,0.4226415094339623,28
5.476,29.31678581237793,2.976342129208371e-05,0.08656277507543564,-0.20451179146766663,1.0,0.29107460379600525,-1.5157623291015625,-4.085562229156494,-1.9803986549377441,-1.6024811267852783,0.4377358490566038,29
5.1939,29.78971290588379,2.9754322111010008e-05,0.0698365867137909,-0.23227046430110931,1.0,0.302107036113739,-1.6186604499816895,-4.307151794433594,-1.9654550552368164,-1.6747268438339233,0.4528301886792453,30
3.2819,26.48069953918457,2.9745222929936305e-05,0.06848341226577759,-0.2958635091781616,1.0,0.36434686183929443,-1.7209750413894653,-5.096254348754883,-1.9767522811889648,-1.7934314012527466,0.4679245283018868,31
2.6851,35.162147521972656,2.9736123748862602e-05,0.0479988232254982,-0.3413732647895813,1.0,0.3893721103668213,-1.855140209197998,-5.431609630584717,-1.9748115539550781,-1.8967219591140747,0.4830188679245283,32
2.3931,17.385345458984375,2.97270245677889e-05,0.04656418412923813,-0.386346697807312,1.0,0.43291085958480835,-1.9712238311767578,-5.887539863586426,-2.00726580619812,-1.9268121719360352,0.4981132075471698,33
2.7891,24.28809928894043,2.9717925386715197e-05,0.01853388175368309,-0.451751172542572,1.0,0.4702850580215454,-2.2153353691101074,-6.533751010894775,-1.9634124040603638,-1.9383918046951294,0.5132075471698113,34
2.6345,42.78560256958008,2.970882620564149e-05,0.01914307288825512,-0.5259900093078613,1.0,0.545133113861084,-2.223106861114502,-7.308401584625244,-2.013523817062378,-1.8646516799926758,0.5283018867924528,35
2.3287,46.01495361328125,2.9699727024567788e-05,-0.014830476604402065,-0.547766923904419,1.0,0.5329364538192749,-2.542861223220825,-7.455059051513672,-1.8924810886383057,-1.773131251335144,0.5433962264150943,36
2.14,45.44854736328125,2.9690627843494085e-05,-0.05309469625353813,-0.5702478885650635,1.0,0.5171532034873962,-2.8545265197753906,-7.710879802703857,-1.7877357006072998,-1.6909756660461426,0.5584905660377358,37
1.397,30.47571563720703,2.9681528662420382e-05,-0.0641002282500267,-0.565494954586029,1.0,0.5013946890830994,-3.05442476272583,-7.69749641418457,-1.6558319330215454,-1.688063144683838,0.5735849056603773,38
1.3738,36.46244812011719,2.967242948134668e-05,-0.08663762360811234,-0.5348289012908936,1.0,0.4481912851333618,-3.216756820678711,-7.36226224899292,-1.6287959814071655,-1.7253714799880981,0.5886792452830188,39
1.4128,31.294889450073242,2.9663330300272976e-05,-0.08133520185947418,-0.5296932458877563,1.0,0.44835808873176575,-3.2627925872802734,-7.3341827392578125,-1.5104467868804932,-1.827507495880127,0.6037735849056604,40
1.6262,30.82224464416504,2.9654231119199273e-05,-0.08677516877651215,-0.525093674659729,1.0,0.43831855058670044,-3.2260336875915527,-7.279632568359375,-1.439028024673462,-1.791813850402832,0.6188679245283019,41
1.1432,18.738447189331055,2.9645131938125567e-05,-0.07906793057918549,-0.5483367443084717,1.0,0.4692688286304474,-3.0825252532958984,-7.462972164154053,-1.3285512924194336,-1.826737403869629,0.6339622641509434,42
1.3052,27.83296775817871,2.9636032757051864e-05,-0.07042507082223892,-0.531443178653717,1.0,0.46101808547973633,-3.072087287902832,-7.359653472900391,-1.2374504804611206,-1.8266422748565674,0.6490566037735849,43
0.9989,21.08041000366211,2.962693357597816e-05,-0.04631296545267105,-0.5488142967224121,1.0,0.5025013089179993,-2.8650062084198,-7.526796340942383,-1.3152539730072021,-1.8079893589019775,0.6641509433962264,44
1.0023,29.739097595214844,2.961783439490446e-05,-0.04064440727233887,-0.5573761463165283,1.0,0.5167317390441895,-2.7329506874084473,-7.5837931632995605,-1.394344687461853,-1.834841012954712,0.6792452830188679,45
1.1721,31.72600746154785,2.9608735213830756e-05,-0.04529477655887604,-0.5018359422683716,1.0,0.4565412402153015,-2.731886863708496,-7.003540992736816,-1.3486008644104004,-2.009488821029663,0.6943396226415094,46
0.9137,41.793304443359375,2.9599636032757053e-05,-0.03893522918224335,-0.4941701292991638,1.0,0.4552348852157593,-2.714838743209839,-6.93264102935791,-1.3264111280441284,-2.028658628463745,0.7094339622641509,47
0.8097,14.260017395019531,2.959053685168335e-05,-0.04259902238845825,-0.5280047655105591,1.0,0.48540574312210083,-2.773247718811035,-7.301216125488281,-1.3386366367340088,-1.9578953981399536,0.7245283018867924,48
0.5528,13.105780601501465,2.9581437670609644e-05,-0.04230186343193054,-0.5426170825958252,1.0,0.500315248966217,-2.7752182483673096,-7.479570388793945,-1.1837844848632812,-1.927642583847046,0.7396226415094339,49
0.6638,23.86397361755371,2.957233848953594e-05,-0.03711853176355362,-0.5418339967727661,1.0,0.5047154426574707,-2.776797294616699,-7.478458881378174,-1.216188669204712,-1.941505789756775,0.7547169811320755,50
0.705,32.41401290893555,2.956323930846224e-05,-0.04236738383769989,-0.5036321878433228,1.0,0.46126478910446167,-2.7959723472595215,-7.061026096343994,-1.104691743850708,-2.0290539264678955,0.769811320754717,51
0.7129,34.6545295715332,2.9554140127388536e-05,-0.04502808302640915,-0.5007191300392151,1.0,0.45569103956222534,-2.857114791870117,-7.092084884643555,-1.1819627285003662,-2.039170503616333,0.7849056603773585,52
0.5767,12.910478591918945,2.9545040946314833e-05,-0.04741702228784561,-0.5265805721282959,1.0,0.4791635572910309,-2.715023994445801,-7.288921356201172,-1.2757112979888916,-1.9527232646942139,0.8,53
0.7061,35.18645477294922,2.953594176524113e-05,-0.030817948281764984,-0.5529391169548035,1.0,0.5221211910247803,-2.6949563026428223,-7.550463676452637,-1.2714422941207886,-1.8439583778381348,0.8150943396226416,54
0.5985,35.511985778808594,2.9526842584167427e-05,-0.041809190064668655,-0.5703871846199036,1.0,0.528577983379364,-2.8028297424316406,-7.757558822631836,-1.2510888576507568,-1.7926766872406006,0.8301886792452831,55
0.5652,17.983922958374023,2.951774340309372e-05,-0.03966885060071945,-0.5457347631454468,1.0,0.506065845489502,-2.7641448974609375,-7.472346305847168,-1.1838988065719604,-1.901611566543579,0.8452830188679246,56
0.499,14.258077621459961,2.950864422202002e-05,-0.040236808359622955,-0.5181467533111572,1.0,0.4779098629951477,-2.761838912963867,-7.1744279861450195,-1.1463367938995361,-2.0298101902008057,0.8603773584905661,57
0.4627,23.053178787231445,2.9499545040946315e-05,-0.03969411924481392,-0.505048394203186,1.0,0.4653542637825012,-2.840219020843506,-7.070502281188965,-1.140418291091919,-2.0792412757873535,0.8754716981132076,58
0.6211,15.796154975891113,2.9490445859872613e-05,-0.04078246280550957,-0.5242840051651001,1.0,0.48350152373313904,-2.7237658500671387,-7.1964802742004395,-1.2013179063796997,-2.0528252124786377,0.8905660377358491,59
0.5228,12.537199974060059,2.948134667879891e-05,-0.03214046359062195,-0.5309655666351318,1.0,0.4988250732421875,-2.723332405090332,-7.337166786193848,-1.2371233701705933,-2.040454864501953,0.9056603773584906,60
0.3495,11.978464126586914,2.9472247497725207e-05,-0.03336558863520622,-0.5356109738349915,1.0,0.5022454261779785,-2.7357397079467773,-7.397796154022217,-1.2074986696243286,-2.030529260635376,0.9207547169811321,61
0.3565,10.140416145324707,2.9463148316651504e-05,-0.03363461792469025,-0.5244096517562866,1.0,0.49077504873275757,-2.6717607975006104,-7.241010665893555,-1.0181370973587036,-2.069239854812622,0.9358490566037736,62
0.4107,15.36266040802002,2.9454049135577798e-05,-0.03773641586303711,-0.5129414796829224,1.0,0.47520509362220764,-2.795938491821289,-7.1635541915893555,-1.2251056432724,-2.075467824935913,0.9509433962264151,63
0.4615,10.716546058654785,2.9444949954504095e-05,-0.036266110837459564,-0.520119309425354,1.0,0.48385322093963623,-2.6827008724212646,-7.211547374725342,-1.265970230102539,-2.0138962268829346,0.9660377358490566,64
0.3129,17.827348709106445,2.9435850773430392e-05,-0.029440591111779213,-0.5422965884208679,1.0,0.5128560066223145,-2.639615774154663,-7.423561096191406,-1.1602720022201538,-1.9640237092971802,0.9811320754716981,65
0.4591,30.21202850341797,2.942675159235669e-05,-0.024197230115532875,-0.5507646799087524,1.0,0.5265673995018005,-2.675588846206665,-7.48602294921875,-1.3300920724868774,-1.9279704093933105,0.9962264150943396,66
0.0446,4.654606819152832,2.9417652411282987e-05,-0.023312121629714966,-0.5264730453491211,1.0,0.5031609535217285,-3.0211856365203857,-7.457000255584717,-1.4014861583709717,-2.022970676422119,1.0,67
0.3038,15.856563568115234,2.9408553230209284e-05,-0.029016518965363503,-0.5068318843841553,1.0,0.4778153896331787,-2.7352256774902344,-7.122623443603516,-1.1658408641815186,-2.119899272918701,1.0150943396226415,68
0.3702,18.949331283569336,2.939945404913558e-05,-0.03926856443285942,-0.5099973678588867,1.0,0.4707288146018982,-2.7985870838165283,-7.163906574249268,-1.1271847486495972,-2.052994966506958,1.030188679245283,69
0.2287,5.98560905456543,2.9390354868061875e-05,-0.034864284098148346,-0.5327740907669067,1.0,0.4979098439216614,-2.6967697143554688,-7.359311103820801,-1.0259690284729004,-2.028226613998413,1.0452830188679245,70
